Suburb,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
Essendon North,3,1320000.0,9.4,3041.0,1.0,1.0,766.0,,,Moonee Valley
Essendon North,2,450000.0,9.4,3041.0,1.0,1.0,88.0,59.0,1960.0,Moonee Valley
Essendon North,5,1360000.0,9.4,3041.0,3.0,2.0,463.0,196.0,1930.0,Moonee Valley
Essendon North,2,340000.0,9.4,3041.0,1.0,1.0,0.0,65.0,1960.0,Moonee Valley
Essendon North,3,765000.0,9.4,3041.0,2.0,1.0,0.0,134.0,2002.0,Moonee Valley
Essendon North,4,1605000.0,9.4,3041.0,2.0,2.0,607.0,,1940.0,Moonee Valley
Essendon North,3,712000.0,9.4,3041.0,2.0,2.0,189.0,104.0,2009.0,Moonee Valley
Essendon North,3,1425000.0,9.4,3041.0,2.0,2.0,10100.0,,,Moonee Valley
Fairfield,3,1250000.0,5.8,3078.0,2.0,0.0,327.0,144.0,1910.0,Darebin
Fairfield,3,1350000.0,5.8,3078.0,1.0,2.0,309.0,110.0,2000.0,Darebin
Fairfield,3,1125000.0,5.8,3078.0,1.0,2.0,530.0,,,Darebin
Fairfield,3,1064000.0,5.8,3078.0,1.0,1.0,235.0,,1900.0,Darebin
Fairfield,2,1220000.0,5.8,3078.0,1.0,2.0,537.0,92.0,1950.0,Darebin
Fairfield,4,1160000.0,5.8,3078.0,2.0,1.0,381.0,145.0,1890.0,Darebin
Fairfield,2,505000.0,5.8,3078.0,1.0,1.0,0.0,70.0,1970.0,Darebin
Fairfield,2,602000.0,5.8,3078.0,1.0,1.0,0.0,77.0,2013.0,Yarra
Fairfield,3,846000.0,5.8,3078.0,1.0,1.0,185.0,107.0,1990.0,Darebin
Fairfield,2,400000.0,5.8,3078.0,1.0,1.0,0.0,68.0,1970.0,Darebin
Fairfield,2,610000.0,5.8,3078.0,1.0,1.0,66.0,,,Darebin
Fairfield,2,445000.0,5.8,3078.0,1.0,1.0,0.0,56.0,1970.0,Darebin
Fairfield,2,730000.0,5.8,3078.0,1.0,1.0,116.0,,1985.0,Darebin
Fairfield,4,1730000.0,5.8,3078.0,2.0,2.0,490.0,226.0,2007.0,Darebin
Fairfield,2,438000.0,5.8,3078.0,1.0,1.0,0.0,,,Darebin
Fairfield,3,1700000.0,5.8,3078.0,2.0,1.0,743.0,,,Darebin
Fairfield,2,510000.0,5.8,3078.0,1.0,1.0,1658.0,68.0,1970.0,Darebin
Fairfield,1,300000.0,5.8,3078.0,1.0,1.0,0.0,,,Yarra
Fairfield,3,750000.0,5.8,3078.0,2.0,1.0,170.0,,,Darebin
Fairfield,3,2350000.0,5.8,3078.0,2.0,4.0,735.0,,1950.0,Darebin
Fairfield,3,1350000.0,5.8,3078.0,1.0,4.0,553.0,109.0,1930.0,Darebin
Fairfield,4,2000000.0,5.8,3078.0,3.0,2.0,575.0,280.0,2015.0,Darebin
Fairfield,2,1010000.0,5.8,3078.0,1.0,1.0,285.0,,,Darebin
Fairfield,3,1065000.0,5.8,3078.0,1.0,2.0,630.0,,1930.0,Darebin
Fairfield,2,805000.0,5.8,3078.0,1.0,1.0,140.0,2.0,2008.0,Darebin
Fairfield,3,1055000.0,5.8,3078.0,1.0,2.0,382.0,140.0,1950.0,Darebin
Fairfield,2,548000.0,5.8,3078.0,1.0,1.0,0.0,68.0,2014.0,Yarra
Fairfield,3,1500000.0,5.8,3078.0,1.0,1.0,0.0,126.0,1910.0,Darebin
Fairfield,2,600000.0,5.8,3078.0,1.0,2.0,0.0,75.0,1970.0,Darebin
Fairfield,3,1510000.0,5.8,3078.0,1.0,1.0,453.0,,,Darebin
Fairfield,2,545000.0,5.8,3078.0,1.0,1.0,0.0,77.0,2002.0,Darebin
Fairfield,3,1145000.0,5.8,3078.0,1.0,3.0,590.0,,,Darebin
Fairfield,3,1375000.0,5.8,3078.0,1.0,1.0,496.0,122.0,1910.0,Darebin
Fitzroy,2,1000000.0,1.6,3065.0,1.0,0.0,128.0,,,Yarra
Fitzroy,3,1252000.0,1.6,3065.0,2.0,2.0,0.0,137.0,2004.0,Yarra
Fitzroy,2,810000.0,1.6,3065.0,1.0,2.0,0.0,71.0,1965.0,Yarra
Fitzroy,2,692000.0,1.6,3065.0,1.0,1.0,0.0,,,Yarra
Fitzroy,4,1780000.0,1.6,3065.0,1.0,1.0,186.0,,1902.0,Yarra
Fitzroy,1,947500.0,1.6,3065.0,1.0,0.0,87.0,66.0,1980.0,Yarra
Fitzroy,2,1460000.0,1.6,3065.0,1.0,0.0,0.0,105.0,1890.0,Yarra
Fitzroy,3,1520000.0,1.6,3065.0,2.0,2.0,0.0,,,Yarra
Fitzroy,2,880000.0,1.6,3065.0,2.0,2.0,0.0,105.0,2000.0,Yarra
Fitzroy,3,1481000.0,1.6,3065.0,2.0,1.0,138.0,,1900.0,Yarra
Fitzroy,3,2200000.0,1.6,3065.0,2.0,1.0,187.0,,,Yarra
Fitzroy,3,1250000.0,1.6,3065.0,1.0,1.0,113.0,105.0,1890.0,Yarra
Fitzroy,2,1440000.0,1.6,3065.0,1.0,0.0,95.0,,,Yarra
Fitzroy,2,1315000.0,1.6,3065.0,1.0,0.0,141.0,,,Yarra
Fitzroy,4,1950000.0,1.6,3065.0,1.0,0.0,177.0,152.0,1890.0,Yarra
Fitzroy,1,597000.0,1.6,3065.0,1.0,1.0,0.0,,2000.0,Yarra
Fitzroy,2,650000.0,1.6,3065.0,1.0,1.0,0.0,,,Yarra
Fitzroy,1,465000.0,1.6,3065.0,1.0,1.0,0.0,52.0,2011.0,Yarra
Fitzroy,4,1620000.0,1.6,3065.0,2.0,1.0,132.0,165.0,1880.0,Yarra
Fitzroy,3,1600000.0,1.6,3065.0,2.0,1.0,261.0,,,Yarra
Fitzroy,3,850000.0,1.6,3065.0,2.0,1.0,2782.0,115.0,2000.0,Yarra
Fitzroy,2,790000.0,1.6,3065.0,1.0,1.0,0.0,,,Yarra
Fitzroy,2,1122000.0,1.6,3065.0,1.0,0.0,106.0,101.0,1890.0,Yarra
Fitzroy,2,660000.0,1.6,3065.0,2.0,0.0,0.0,,,Yarra
Fitzroy,2,1300000.0,1.6,3065.0,1.0,1.0,157.0,110.0,1900.0,Yarra
Fitzroy,1,420000.0,1.6,3065.0,1.0,1.0,782.0,42.0,1975.0,Yarra
Fitzroy,2,715000.0,1.6,3065.0,1.0,1.0,0.0,74.0,1900.0,Yarra
Fitzroy,1,458000.0,1.6,3065.0,1.0,1.0,0.0,62.0,,Yarra
Fitzroy,2,800000.0,1.6,3065.0,2.0,1.0,64.0,138.0,1995.0,Yarra
Fitzroy,2,710000.0,1.6,3065.0,1.0,1.0,0.0,90.0,2002.0,Yarra
Fitzroy,2,630000.0,1.6,3065.0,1.0,1.0,0.0,70.0,2007.0,Yarra
Fitzroy,2,677000.0,1.6,3065.0,1.0,0.0,67.0,,1850.0,Yarra
Fitzroy North,2,700000.0,3.5,3068.0,2.0,1.0,4332.0,85.0,2010.0,Yarra
Fitzroy North,2,860000.0,3.5,3068.0,1.0,0.0,104.0,70.0,1880.0,Yarra
Fitzroy North,2,870000.0,3.5,3068.0,1.0,0.0,107.0,64.0,1910.0,Yarra
Fitzroy North,2,1116000.0,3.5,3068.0,1.0,0.0,152.0,,,Yarra
Fitzroy North,4,1450000.0,3.5,3068.0,2.0,1.0,266.0,175.0,1950.0,Yarra
Fitzroy North,2,930000.0,3.5,3068.0,3.0,0.0,2778.0,3558.0,,Yarra
Fitzroy North,2,700000.0,3.5,3068.0,2.0,2.0,4296.0,,2011.0,Yarra
Fitzroy North,3,2170000.0,3.5,3068.0,2.0,1.0,177.0,,,Yarra
Fitzroy North,1,358500.0,3.5,3068.0,1.0,1.0,0.0,40.0,1975.0,Yarra
Fitzroy North,3,1000000.0,3.5,3068.0,1.0,0.0,249.0,,,Yarra
Fitzroy North,2,770000.0,3.5,3068.0,2.0,1.0,134.0,151.0,1905.0,Yarra
Fitzroy North,2,1008000.0,3.5,3068.0,1.0,1.0,150.0,77.0,1890.0,Yarra
Fitzroy North,3,1015000.0,3.5,3068.0,2.0,1.0,112.0,145.0,2000.0,Yarra
Fitzroy North,3,1371000.0,3.5,3068.0,1.0,1.0,197.0,128.0,1900.0,Yarra
Fitzroy North,2,1054000.0,3.5,3068.0,2.0,1.0,0.0,,,Yarra
Fitzroy North,2,1055000.0,3.5,3068.0,1.0,0.0,122.0,,,Yarra
Fitzroy North,2,720000.0,3.5,3068.0,2.0,1.0,4296.0,,2011.0,Yarra
Fitzroy North,3,1286000.0,3.5,3068.0,1.0,0.0,275.0,116.0,1915.0,Yarra
Fitzroy North,3,1655000.0,3.5,3068.0,1.0,0.0,176.0,,1900.0,Yarra
Fitzroy North,3,1181000.0,3.5,3068.0,1.0,1.0,148.0,,,Yarra
Fitzroy North,3,1600000.0,3.5,3068.0,3.0,1.0,188.0,129.0,2000.0,Yarra
Fitzroy North,2,990000.0,3.5,3068.0,1.0,0.0,145.0,,,Yarra
Fitzroy North,4,1950000.0,3.5,3068.0,2.0,2.0,233.0,216.0,1890.0,Yarra
Fitzroy North,4,1785000.0,3.5,3068.0,2.0,1.0,188.0,165.0,1900.0,Yarra
Fitzroy North,2,1315000.0,3.5,3068.0,1.0,0.0,143.0,,,Yarra
Fitzroy North,2,1210000.0,3.5,3068.0,1.0,1.0,223.0,118.0,1885.0,Yarra
Fitzroy North,3,1275000.0,3.5,3068.0,2.0,1.0,104.0,110.0,1890.0,Yarra
Fitzroy North,3,1141000.0,3.5,3068.0,1.0,1.0,378.0,,,Moreland
Fitzroy North,2,1255000.0,3.5,3068.0,1.0,0.0,148.0,,,Yarra
Fitzroy North,3,1700000.0,3.5,3068.0,2.0,1.0,240.0,,,Yarra
Fitzroy North,2,1290000.0,3.5,3068.0,1.0,0.0,136.0,92.0,1890.0,Yarra
Fitzroy North,2,750000.0,3.5,3068.0,2.0,2.0,0.0,95.0,2002.0,Yarra
Fitzroy North,3,674000.0,3.5,3068.0,1.0,1.0,0.0,,,Yarra
Fitzroy North,2,675000.0,3.5,3068.0,1.0,2.0,0.0,92.0,2010.0,Yarra
Fitzroy North,4,1700000.0,3.5,3068.0,3.0,2.0,127.0,209.0,2008.0,Yarra
Fitzroy North,2,875000.0,3.5,3068.0,1.0,0.0,106.0,,,Yarra
Fitzroy North,3,1080000.0,3.5,3068.0,2.0,1.0,77.0,133.0,2016.0,Yarra
Fitzroy North,3,1851000.0,3.5,3068.0,1.0,1.0,225.0,,,Yarra
Fitzroy North,2,1222500.0,3.5,3068.0,1.0,2.0,487.0,105.0,1940.0,Moreland
Fitzroy North,1,330000.0,3.5,3068.0,1.0,1.0,0.0,,1970.0,Yarra
Fitzroy North,2,1232000.0,3.5,3068.0,1.0,0.0,0.0,,,Yarra
Fitzroy North,1,899000.0,3.5,3068.0,1.0,0.0,153.0,,,Yarra
Fitzroy North,3,2300000.0,3.5,3068.0,1.0,2.0,475.0,,,Yarra
Fitzroy North,2,937500.0,3.5,3068.0,1.0,0.0,100.0,72.0,1890.0,Yarra
Fitzroy North,3,1710000.0,3.5,3068.0,2.0,0.0,357.0,,1880.0,Yarra
Fitzroy North,3,1600000.0,3.5,3068.0,1.0,0.0,370.0,,,Yarra
Fitzroy North,3,1300000.0,3.5,3068.0,1.0,1.0,203.0,110.0,1890.0,Yarra
Fitzroy North,4,2300000.0,3.5,3068.0,2.0,1.0,197.0,,,Yarra
Fitzroy North,2,490000.0,3.5,3068.0,1.0,1.0,4296.0,,2012.0,Yarra
Fitzroy North,3,1300000.0,3.5,3068.0,2.0,0.0,127.0,135.0,1890.0,Yarra
Fitzroy North,3,1300000.0,3.5,3068.0,1.0,0.0,309.0,,,Yarra
Fitzroy North,3,2150000.0,3.5,3068.0,2.0,0.0,202.0,307.0,1898.0,Yarra
Fitzroy North,3,775000.0,3.5,3068.0,2.0,2.0,0.0,,,Yarra
Fitzroy North,3,1581000.0,3.5,3068.0,1.0,0.0,193.0,132.0,1910.0,Yarra
Fitzroy North,2,602000.0,3.5,3068.0,1.0,1.0,0.0,48.0,1980.0,Yarra
Fitzroy North,2,650000.0,3.5,3068.0,1.0,1.0,0.0,75.0,1980.0,Yarra
Fitzroy North,2,1283000.0,3.5,3068.0,1.0,2.0,204.0,,,Yarra
Fitzroy North,3,1450000.0,3.5,3068.0,2.0,1.0,118.0,103.0,1905.0,Yarra
Fitzroy North,2,1325000.0,3.5,3068.0,1.0,0.0,160.0,,,Yarra
Flemington,2,865500.0,4.4,3031.0,1.0,1.0,168.0,,,Moonee Valley
Flemington,2,365000.0,4.4,3031.0,1.0,1.0,0.0,60.0,1970.0,Moonee Valley
Flemington,1,380000.0,4.4,3031.0,1.0,1.0,2077.0,,,Moonee Valley
Flemington,2,425000.0,4.4,3031.0,1.0,1.0,0.0,63.0,1970.0,Moonee Valley
Flemington,1,280000.0,4.4,3031.0,1.0,1.0,0.0,,1970.0,Moonee Valley
Flemington,3,870000.0,4.4,3031.0,2.0,0.0,167.0,,,Moonee Valley
Flemington,2,391000.0,4.4,3031.0,1.0,1.0,0.0,59.0,1970.0,Moonee Valley
Flemington,2,715000.0,4.4,3031.0,1.0,1.0,0.0,,1980.0,Moonee Valley
Flemington,3,1130000.0,4.4,3031.0,1.0,0.0,294.0,140.0,1900.0,Moonee Valley
Flemington,3,1110000.0,4.4,3031.0,1.0,1.0,272.0,131.0,1885.0,Moonee Valley
Flemington,2,950000.0,4.4,3031.0,1.0,1.0,193.0,,,Moonee Valley
Flemington,2,918000.0,4.4,3031.0,1.0,0.0,136.0,78.0,1900.0,Moonee Valley
Flemington,2,730000.0,4.4,3031.0,1.0,1.0,140.0,98.0,1890.0,Moonee Valley
Flemington,2,360000.0,4.4,3031.0,1.0,1.0,0.0,,,Moonee Valley
Flemington,2,855000.0,4.4,3031.0,1.0,0.0,225.0,85.0,1930.0,Moonee Valley
Flemington,2,860000.0,4.4,3031.0,1.0,0.0,202.0,,,Moonee Valley
Flemington,3,1012000.0,4.4,3031.0,1.0,1.0,212.0,102.0,1930.0,Moonee Valley
Flemington,3,885000.0,4.4,3031.0,1.0,0.0,162.0,,,Moonee Valley
Flemington,3,1315000.0,4.4,3031.0,1.0,1.0,313.0,20.0,,Moonee Valley
Flemington,4,1700000.0,4.4,3031.0,1.0,1.0,616.0,,,Moonee Valley
Flemington,3,1205000.0,4.4,3031.0,2.0,2.0,0.0,,,Moonee Valley
Flemington,2,395000.0,4.4,3031.0,1.0,1.0,0.0,60.0,1970.0,Moonee Valley
Flemington,2,476000.0,4.4,3031.0,1.0,1.0,0.0,,,Moonee Valley
Flemington,1,250000.0,4.4,3031.0,1.0,1.0,0.0,,,Moonee Valley
Flemington,2,556000.0,4.4,3031.0,2.0,1.0,0.0,79.0,2009.0,Moonee Valley
Flemington,2,845000.0,4.4,3031.0,1.0,1.0,0.0,,1910.0,Moonee Valley
Flemington,1,345000.0,4.4,3031.0,1.0,1.0,0.0,46.0,1970.0,Moonee Valley
Flemington,3,1100000.0,4.4,3031.0,2.0,0.0,179.0,150.0,1900.0,Moonee Valley
Flemington,2,957000.0,4.4,3031.0,1.0,0.0,165.0,,,Melbourne
Flemington,3,991000.0,4.4,3031.0,1.0,4.0,402.0,,1915.0,Moonee Valley
Flemington,3,850000.0,4.4,3031.0,2.0,0.0,162.0,,1905.0,Moonee Valley
Flemington,1,395000.0,4.4,3031.0,1.0,1.0,818.0,50.0,1880.0,Moonee Valley
Flemington,2,350000.0,4.4,3031.0,1.0,1.0,0.0,,1970.0,Moonee Valley
Flemington,3,1115000.0,4.4,3031.0,1.0,1.0,244.0,84.0,1940.0,Moonee Valley
Flemington,2,420500.0,4.4,3031.0,1.0,1.0,0.0,52.0,1970.0,Moonee Valley
Footscray,3,585000.0,6.4,3011.0,1.0,1.0,259.0,,,Maribyrnong
Footscray,1,85000.0,6.4,3011.0,1.0,0.0,0.0,,2007.0,Maribyrnong
Footscray,4,1225000.0,6.4,3011.0,2.0,1.0,319.0,130.0,1915.0,Maribyrnong
Footscray,2,431000.0,6.4,3011.0,1.0,1.0,0.0,,,Maribyrnong
Footscray,3,1003000.0,6.4,3011.0,1.0,1.0,292.0,98.0,1900.0,Maribyrnong
Footscray,3,840000.0,6.4,3011.0,1.0,0.0,164.0,93.0,1900.0,Maribyrnong
Footscray,3,1362000.0,6.4,3011.0,2.0,0.0,497.0,156.0,1890.0,Maribyrnong
Footscray,4,977000.0,6.4,3011.0,2.0,1.0,154.0,161.0,2007.0,Maribyrnong
Footscray,1,216000.0,6.4,3011.0,1.0,1.0,0.0,50.0,1970.0,Maribyrnong
Footscray,3,876000.0,6.4,3011.0,2.0,2.0,204.0,106.0,1990.0,Maribyrnong
Footscray,1,227000.0,6.4,3011.0,1.0,1.0,0.0,52.0,1970.0,Maribyrnong
Footscray,4,841000.0,6.4,3011.0,2.0,2.0,250.0,160.0,2000.0,Maribyrnong
Footscray,2,605000.0,6.4,3011.0,1.0,3.0,2794.0,87.0,2000.0,Maribyrnong
Footscray,2,305000.0,6.4,3011.0,1.0,1.0,47.0,35.0,2013.0,Maribyrnong
Footscray,2,480000.0,6.4,3011.0,1.0,1.0,556.0,75.0,2010.0,Maribyrnong
Footscray,1,357000.0,6.4,3011.0,1.0,0.0,0.0,,1980.0,Maribyrnong
Footscray,3,910000.0,6.4,3011.0,1.0,1.0,361.0,118.0,1940.0,Maribyrnong
Footscray,1,291000.0,6.4,3011.0,1.0,1.0,665.0,46.0,1970.0,Maribyrnong
Footscray,2,375000.0,6.4,3011.0,1.0,1.0,0.0,,1968.0,Maribyrnong
Footscray,2,752000.0,6.4,3011.0,1.0,0.0,215.0,98.0,1910.0,Maribyrnong
Footscray,3,1155000.0,6.4,3011.0,1.0,3.0,585.0,120.0,1950.0,Maribyrnong
Footscray,3,930000.0,6.4,3011.0,1.0,3.0,413.0,,,Maribyrnong
Footscray,2,490000.0,6.4,3011.0,1.0,1.0,0.0,,,Maribyrnong
Footscray,3,853000.0,6.4,3011.0,1.0,1.0,0.0,141.0,2010.0,Maribyrnong
Footscray,4,1290000.0,6.4,3011.0,1.0,2.0,411.0,,,Maribyrnong
Footscray,3,480000.0,6.4,3011.0,1.0,1.0,0.0,90.0,1985.0,Maribyrnong
Footscray,4,775000.0,6.4,3011.0,1.0,2.0,277.0,87.0,1890.0,Maribyrnong
Footscray,2,900000.0,6.4,3011.0,1.0,0.0,210.0,,1900.0,Maribyrnong
Footscray,2,281000.0,6.4,3011.0,1.0,1.0,0.0,65.0,1980.0,Maribyrnong
Footscray,4,1300000.0,6.4,3011.0,2.0,3.0,0.0,190.0,1950.0,Maribyrnong
Footscray,3,714000.0,6.4,3011.0,2.0,2.0,164.0,3.0,2008.0,Maribyrnong
Footscray,3,775000.0,6.4,3011.0,2.0,1.0,197.0,,,Maribyrnong
Footscray,2,950000.0,6.4,3011.0,1.0,2.0,657.0,92.0,1940.0,Maribyrnong
Footscray,3,674000.0,6.4,3011.0,2.0,1.0,8680.0,,,Maribyrnong
Footscray,3,760000.0,6.4,3011.0,1.0,1.0,265.0,115.0,1910.0,Maribyrnong
Footscray,2,420000.0,6.4,3011.0,1.0,1.0,0.0,75.0,2010.0,Maribyrnong
Footscray,2,560000.0,6.4,3011.0,1.0,1.0,111.0,,,Maribyrnong
Footscray,2,575000.0,6.4,3011.0,1.0,1.0,162.0,,2000.0,Maribyrnong
Footscray,4,1100000.0,6.4,3011.0,1.0,2.0,633.0,,,Maribyrnong
Footscray,3,932000.0,6.4,3011.0,1.0,1.0,451.0,130.0,1910.0,Maribyrnong
Footscray,3,780000.0,6.4,3011.0,1.0,2.0,323.0,129.0,1900.0,Maribyrnong
Footscray,2,295000.0,6.4,3011.0,1.0,1.0,0.0,69.0,1960.0,Maribyrnong
Footscray,2,433000.0,6.4,3011.0,1.0,1.0,0.0,66.0,2012.0,Maribyrnong
Footscray,2,410000.0,6.4,3011.0,2.0,1.0,65.0,80.0,2014.0,Maribyrnong
Footscray,2,1170000.0,6.4,3011.0,1.0,1.0,184.0,103.0,1900.0,Maribyrnong
Footscray,1,375000.0,6.4,3011.0,1.0,1.0,0.0,50.0,1920.0,Maribyrnong
Footscray,2,615000.0,6.4,3011.0,1.0,3.0,207.0,,1960.0,Maribyrnong
Footscray,3,747000.0,6.4,3011.0,1.0,1.0,246.0,120.0,1940.0,Maribyrnong
Footscray,1,275000.0,6.4,3011.0,1.0,1.0,0.0,,1970.0,Maribyrnong
Footscray,3,1045000.0,6.4,3011.0,2.0,2.0,384.0,,,Maribyrnong
Footscray,3,775000.0,6.4,3011.0,1.0,1.0,242.0,99.0,1920.0,Maribyrnong
Footscray,2,571000.0,6.4,3011.0,2.0,1.0,0.0,78.0,2013.0,Maribyrnong
Footscray,2,310000.0,6.4,3011.0,1.0,1.0,0.0,,,Maribyrnong
Footscray,1,305000.0,6.4,3011.0,1.0,1.0,59.0,70.0,1965.0,Maribyrnong
Footscray,3,860500.0,6.4,3011.0,2.0,2.0,322.0,228.0,1980.0,Maribyrnong
Footscray,3,820000.0,6.4,3011.0,2.0,1.0,122.0,,,Maribyrnong
Footscray,1,210000.0,6.4,3011.0,1.0,1.0,0.0,,,Maribyrnong
Footscray,3,875000.0,6.4,3011.0,1.0,0.0,262.0,92.0,,Maribyrnong
Footscray,2,370000.0,6.4,3011.0,1.0,1.0,0.0,75.0,2007.0,Maribyrnong
Footscray,2,711000.0,6.4,3011.0,1.0,2.0,253.0,90.0,1910.0,Maribyrnong
Footscray,3,665000.0,6.4,3011.0,2.0,1.0,0.0,,,Maribyrnong
Footscray,2,690500.0,6.4,3011.0,1.0,1.0,212.0,98.0,1900.0,Maribyrnong
Footscray,2,747000.0,6.4,3011.0,1.0,1.0,320.0,94.0,1900.0,Maribyrnong
Footscray,2,858000.0,6.4,3011.0,1.0,1.0,313.0,93.0,1915.0,Maribyrnong
Footscray,4,699000.0,6.4,3011.0,2.0,2.0,0.0,126.0,2015.0,Maribyrnong
Footscray,2,835000.0,6.4,3011.0,1.0,1.0,222.0,109.0,1920.0,Maribyrnong
Footscray,2,661000.0,6.4,3011.0,1.0,1.0,132.0,83.0,1970.0,Maribyrnong
Footscray,2,757500.0,6.4,3011.0,1.0,0.0,258.0,108.0,1900.0,Maribyrnong
Footscray,1,282000.0,6.4,3011.0,1.0,1.0,1783.0,42.0,1975.0,Maribyrnong
Footscray,3,699000.0,6.4,3011.0,1.0,1.0,125.0,113.0,2000.0,Maribyrnong
Footscray,3,850000.0,6.4,3011.0,1.0,0.0,190.0,99.0,1930.0,Maribyrnong
Footscray,2,315000.0,6.4,3011.0,1.0,1.0,882.0,74.0,1970.0,Maribyrnong
Footscray,3,740000.0,6.4,3011.0,1.0,1.0,211.0,94.0,1910.0,Maribyrnong
Footscray,2,360000.0,6.4,3011.0,1.0,1.0,0.0,,,Maribyrnong
Footscray,3,980000.0,6.4,3011.0,2.0,2.0,196.0,154.0,2006.0,Maribyrnong
Footscray,3,561000.0,6.4,3011.0,1.0,1.0,0.0,,,Maribyrnong
Footscray,2,316000.0,6.4,3011.0,1.0,1.0,0.0,55.0,1960.0,Maribyrnong
Footscray,2,800000.0,6.4,3011.0,1.0,2.0,260.0,,1940.0,Maribyrnong
Footscray,2,760000.0,6.4,3011.0,1.0,0.0,130.0,70.0,1920.0,Maribyrnong
Footscray,3,735000.0,6.4,3011.0,2.0,2.0,112.0,168.0,2010.0,Maribyrnong
Footscray,2,823000.0,6.4,3011.0,1.0,0.0,238.0,,,Maribyrnong
Footscray,4,1225000.0,6.4,3011.0,2.0,1.0,319.0,130.0,1915.0,Maribyrnong
Footscray,2,296000.0,6.4,3011.0,1.0,1.0,0.0,,,Maribyrnong
Footscray,3,886500.0,6.4,3011.0,1.0,0.0,268.0,,,Maribyrnong
Footscray,3,767500.0,6.4,3011.0,2.0,0.0,458.0,98.0,1930.0,Maribyrnong
Footscray,2,395000.0,6.4,3011.0,2.0,1.0,0.0,79.0,2009.0,Maribyrnong
Footscray,4,815000.0,6.4,3011.0,2.0,1.0,369.0,151.0,1910.0,Maribyrnong
Footscray,3,757000.0,6.4,3011.0,2.0,2.0,102.0,102.0,2011.0,Maribyrnong
Footscray,4,1450000.0,6.4,3011.0,1.0,1.0,799.0,160.0,1910.0,Maribyrnong
Footscray,2,745000.0,6.4,3011.0,1.0,1.0,355.0,74.0,1890.0,Maribyrnong
Footscray,2,716000.0,6.4,3011.0,1.0,2.0,274.0,275.0,2000.0,Maribyrnong
Glen Iris,3,1735000.0,9.2,3146.0,2.0,3.0,680.0,170.0,1935.0,Boroondara
Glen Iris,2,1699000.0,9.2,3146.0,1.0,2.0,653.0,,,Boroondara
Glen Iris,4,1800000.0,9.2,3146.0,2.0,2.0,868.0,217.0,1930.0,Boroondara
Glen Iris,4,1998000.0,9.2,3146.0,2.0,1.0,739.0,183.0,2002.0,Boroondara
Glen Iris,2,671000.0,9.2,3146.0,1.0,1.0,0.0,85.0,1960.0,Boroondara
Glen Iris,3,1780000.0,9.2,3146.0,1.0,2.0,627.0,,,Boroondara
Glen Iris,3,1425000.0,9.2,3146.0,2.0,2.0,217.0,163.0,2006.0,Boroondara
Glen Iris,3,1530000.0,9.2,3146.0,1.0,1.0,753.0,118.0,1940.0,Boroondara
Glen Iris,4,1900000.0,9.2,3146.0,4.0,2.0,708.0,323.0,1985.0,Boroondara
Glen Iris,2,1500000.0,9.2,3146.0,1.0,2.0,660.0,,,Boroondara
Glen Iris,3,1360000.0,9.2,3146.0,2.0,1.0,704.0,134.0,1940.0,Boroondara
Glen Iris,5,2175000.0,9.2,3146.0,3.0,4.0,619.0,327.0,2003.0,Boroondara
Glen Iris,4,2325000.0,9.2,3146.0,3.0,2.0,638.0,314.0,1930.0,Boroondara
Glen Iris,4,2300000.0,9.2,3146.0,3.0,4.0,1258.0,254.0,1941.0,Boroondara
Glen Iris,2,550000.0,9.2,3146.0,1.0,1.0,0.0,63.0,1968.0,Stonnington
Glen Iris,3,1600000.0,9.2,3146.0,2.0,1.0,704.0,134.0,1940.0,Boroondara
Glen Iris,3,2100000.0,9.2,3146.0,2.0,2.0,904.0,,,Boroondara
Glen Iris,3,2115000.0,9.2,3146.0,2.0,2.0,745.0,157.0,1920.0,Boroondara
Glen Iris,3,1700000.0,9.2,3146.0,2.0,2.0,625.0,188.0,1951.0,Boroondara
Glen Iris,3,1750000.0,9.2,3146.0,2.0,2.0,652.0,,,Boroondara
Glen Iris,3,967500.0,9.2,3146.0,2.0,1.0,233.0,,,Boroondara
Glen Iris,4,2077000.0,9.2,3146.0,2.0,3.0,553.0,143.0,1910.0,Boroondara
Glen Iris,2,411000.0,9.2,3146.0,1.0,1.0,0.0,65.0,1970.0,Stonnington
Glen Iris,3,1222000.0,9.2,3146.0,1.0,1.0,215.0,,,Boroondara
Glen Iris,4,1550000.0,9.2,3146.0,2.0,2.0,662.0,,,Boroondara
Glen Iris,3,1660000.0,9.2,3146.0,1.0,2.0,297.0,,1930.0,Boroondara
Glen Iris,6,2250000.0,9.2,3146.0,3.0,2.0,650.0,,1940.0,Boroondara
Glen Iris,3,1162000.0,9.2,3146.0,2.0,2.0,281.0,,,Boroondara
Glen Iris,4,2020000.0,9.2,3146.0,2.0,2.0,630.0,351.0,2009.0,Boroondara
Glen Iris,2,845000.0,9.2,3146.0,0.0,0.0,207.0,,,Stonnington
Glen Iris,3,1510000.0,9.2,3146.0,2.0,2.0,370.0,,,Boroondara
Glen Iris,4,2010000.0,9.2,3146.0,2.0,2.0,659.0,212.0,1930.0,Boroondara
Glen Iris,2,585000.0,9.2,3146.0,1.0,1.0,0.0,,,Boroondara
Glen Iris,3,1275000.0,9.2,3146.0,2.0,2.0,669.0,,,Boroondara
